Day_number,Country,Confirmed,Deaths,Recovered,Death_rate,Recovery_rate
0,Italy,0,0,0,nan,nan
0,Jamaica,0,0,0,nan,nan
0,Japan,2,0,0,0.0,0.0
0,Jordan,0,0,0,nan,nan
0,Kazakhstan,0,0,0,nan,nan
0,Kenya,0,0,0,nan,nan
0,Kosovo,0,0,0,nan,nan
0,Kuwait,0,0,0,nan,nan
0,Kyrgyzstan,0,0,0,nan,nan
0,Laos,0,0,0,nan,nan
0,Latvia,0,0,0,nan,nan
0,Lebanon,0,0,0,nan,nan
0,Liberia,0,0,0,nan,nan
0,Libya,0,0,0,nan,nan
0,Liechtenstein,0,0,0,nan,nan
0,Lithuania,0,0,0,nan,nan
0,Luxembourg,0,0,0,nan,nan
0,MS Zaandam,0,0,0,nan,nan
0,Madagascar,0,0,0,nan,nan
0,Malawi,0,0,0,nan,nan
0,Malaysia,0,0,0,nan,nan
0,Maldives,0,0,0,nan,nan
0,Mali,0,0,0,nan,nan
0,Malta,0,0,0,nan,nan
0,Mauritania,0,0,0,nan,nan
0,Mauritius,0,0,0,nan,nan
0,Mexico,0,0,0,nan,nan
0,Moldova,0,0,0,nan,nan
0,Monaco,0,0,0,nan,nan
0,Mongolia,0,0,0,nan,nan
0,Montenegro,0,0,0,nan,nan
0,Morocco,0,0,0,nan,nan
0,Mozambique,0,0,0,nan,nan
0,Namibia,0,0,0,nan,nan
0,Nepal,0,0,0,nan,nan
0,Netherlands,0,0,0,nan,nan
0,New Zealand,0,0,0,nan,nan
0,Nicaragua,0,0,0,nan,nan
0,Niger,0,0,0,nan,nan
0,Nigeria,0,0,0,nan,nan
0,North Macedonia,0,0,0,nan,nan
0,Norway,0,0,0,nan,nan
0,Oman,0,0,0,nan,nan
0,Pakistan,0,0,0,nan,nan
0,Panama,0,0,0,nan,nan
0,Papua New Guinea,0,0,0,nan,nan
0,Paraguay,0,0,0,nan,nan
0,Peru,0,0,0,nan,nan
0,Philippines,0,0,0,nan,nan
0,Poland,0,0,0,nan,nan
0,Portugal,0,0,0,nan,nan
0,Qatar,0,0,0,nan,nan
0,Romania,0,0,0,nan,nan
0,Russia,0,0,0,nan,nan
0,Rwanda,0,0,0,nan,nan
0,Saint Kitts and Nevis,0,0,0,nan,nan
0,Saint Lucia,0,0,0,nan,nan
0,Saint Vincent and the Grenadines,0,0,0,nan,nan
0,San Marino,0,0,0,nan,nan
0,Sao Tome and Principe,0,0,0,nan,nan
0,Saudi Arabia,0,0,0,nan,nan
0,Senegal,0,0,0,nan,nan
0,Serbia,0,0,0,nan,nan
0,Seychelles,0,0,0,nan,nan
0,Sierra Leone,0,0,0,nan,nan
0,Singapore,0,0,0,nan,nan
0,Slovakia,0,0,0,nan,nan
0,Slovenia,0,0,0,nan,nan
0,Somalia,0,0,0,nan,nan
0,South Africa,0,0,0,nan,nan
0,South Korea,1,0,0,0.0,0.0
0,South Sudan,0,0,0,nan,nan
0,Spain,0,0,0,nan,nan
0,Sri Lanka,0,0,0,nan,nan
0,Sudan,0,0,0,nan,nan
0,Suriname,0,0,0,nan,nan
0,Sweden,0,0,0,nan,nan
0,Switzerland,0,0,0,nan,nan
0,Syria,0,0,0,nan,nan
0,Taiwan*,1,0,0,0.0,0.0
0,Tanzania,0,0,0,nan,nan
0,Thailand,2,0,0,0.0,0.0
0,Timor-Leste,0,0,0,nan,nan
0,Togo,0,0,0,nan,nan
0,Trinidad and Tobago,0,0,0,nan,nan
0,Tunisia,0,0,0,nan,nan
0,Turkey,0,0,0,nan,nan
0,US,1,0,0,0.0,0.0
0,Uganda,0,0,0,nan,nan
0,Ukraine,0,0,0,nan,nan
0,United Arab Emirates,0,0,0,nan,nan
0,United Kingdom,0,0,0,nan,nan
0,Uruguay,0,0,0,nan,nan
0,Uzbekistan,0,0,0,nan,nan
0,Venezuela,0,0,0,nan,nan
0,Vietnam,0,0,0,nan,nan
0,West Bank and Gaza,0,0,0,nan,nan
0,Western Sahara,0,0,0,nan,nan
0,Yemen,0,0,0,nan,nan
0,Zambia,0,0,0,nan,nan
0,Zimbabwe,0,0,0,nan,nan
1,Afghanistan,0,0,0,nan,nan
1,Albania,0,0,0,nan,nan
1,Algeria,0,0,0,nan,nan
1,Andorra,0,0,0,nan,nan
1,Angola,0,0,0,nan,nan
1,Antigua and Barbuda,0,0,0,nan,nan
1,Argentina,0,0,0,nan,nan
1,Armenia,0,0,0,nan,nan
1,Australia,0,0,0,nan,nan
1,Austria,0,0,0,nan,nan
1,Azerbaijan,0,0,0,nan,nan
1,Bahamas,0,0,0,nan,nan
1,Bahrain,0,0,0,nan,nan
1,Bangladesh,0,0,0,nan,nan
1,Barbados,0,0,0,nan,nan
1,Belarus,0,0,0,nan,nan
1,Belgium,0,0,0,nan,nan
1,Belize,0,0,0,nan,nan
1,Benin,0,0,0,nan,nan
1,Bhutan,0,0,0,nan,nan
1,Bolivia,0,0,0,nan,nan
1,Bosnia and Herzegovina,0,0,0,nan,nan
1,Botswana,0,0,0,nan,nan
1,Brazil,0,0,0,nan,nan
1,Brunei,0,0,0,nan,nan
1,Bulgaria,0,0,0,nan,nan
1,Burkina Faso,0,0,0,nan,nan
1,Burma,0,0,0,nan,nan
1,Burundi,0,0,0,nan,nan
1,Cabo Verde,0,0,0,nan,nan
1,Cambodia,0,0,0,nan,nan
1,Cameroon,0,0,0,nan,nan
1,Canada,0,0,0,nan,nan
1,Central African Republic,0,0,0,nan,nan
1,Chad,0,0,0,nan,nan
1,Chile,0,0,0,nan,nan
1,China,643,18,30,0.027993779160186624,0.04665629860031104
1,Colombia,0,0,0,nan,nan
1,Congo (Brazzaville),0,0,0,nan,nan
1,Congo (Kinshasa),0,0,0,nan,nan
1,Costa Rica,0,0,0,nan,nan
1,Cote d'Ivoire,0,0,0,nan,nan
1,Croatia,0,0,0,nan,nan
1,Cuba,0,0,0,nan,nan
1,Cyprus,0,0,0,nan,nan
1,Czechia,0,0,0,nan,nan
1,Denmark,0,0,0,nan,nan
1,Diamond Princess,0,0,0,nan,nan
1,Djibouti,0,0,0,nan,nan
1,Dominica,0,0,0,nan,nan
1,Dominican Republic,0,0,0,nan,nan
1,Ecuador,0,0,0,nan,nan
1,Egypt,0,0,0,nan,nan
1,El Salvador,0,0,0,nan,nan
1,Equatorial Guinea,0,0,0,nan,nan
1,Eritrea,0,0,0,nan,nan
1,Estonia,0,0,0,nan,nan
1,Eswatini,0,0,0,nan,nan
1,Ethiopia,0,0,0,nan,nan
1,Fiji,0,0,0,nan,nan
1,Finland,0,0,0,nan,nan
1,France,0,0,0,nan,nan
1,Gabon,0,0,0,nan,nan
1,Gambia,0,0,0,nan,nan
1,Georgia,0,0,0,nan,nan
1,Germany,0,0,0,nan,nan
1,Ghana,0,0,0,nan,nan
1,Greece,0,0,0,nan,nan
1,Grenada,0,0,0,nan,nan
1,Guatemala,0,0,0,nan,nan
1,Guinea,0,0,0,nan,nan
1,Guinea-Bissau,0,0,0,nan,nan
1,Guyana,0,0,0,nan,nan
1,Haiti,0,0,0,nan,nan
1,Holy See,0,0,0,nan,nan
1,Honduras,0,0,0,nan,nan
1,Hungary,0,0,0,nan,nan
1,Iceland,0,0,0,nan,nan
1,India,0,0,0,nan,nan
1,Indonesia,0,0,0,nan,nan
1,Iran,0,0,0,nan,nan
1,Iraq,0,0,0,nan,nan
1,Ireland,0,0,0,nan,nan
1,Israel,0,0,0,nan,nan
1,Italy,0,0,0,nan,nan
1,Jamaica,0,0,0,nan,nan
1,Japan,2,0,0,0.0,0.0
1,Jordan,0,0,0,nan,nan
1,Kazakhstan,0,0,0,nan,nan
1,Kenya,0,0,0,nan,nan
1,Kosovo,0,0,0,nan,nan
1,Kuwait,0,0,0,nan,nan
1,Kyrgyzstan,0,0,0,nan,nan
1,Laos,0,0,0,nan,nan
1,Latvia,0,0,0,nan,nan
1,Lebanon,0,0,0,nan,nan
1,Liberia,0,0,0,nan,nan
1,Libya,0,0,0,nan,nan
1,Liechtenstein,0,0,0,nan,nan
1,Lithuania,0,0,0,nan,nan
1,Luxembourg,0,0,0,nan,nan
1,MS Zaandam,0,0,0,nan,nan
1,Madagascar,0,0,0,nan,nan
1,Malawi,0,0,0,nan,nan
1,Malaysia,0,0,0,nan,nan
1,Maldives,0,0,0,nan,nan
1,Mali,0,0,0,nan,nan
1,Malta,0,0,0,nan,nan
1,Mauritania,0,0,0,nan,nan
1,Mauritius,0,0,0,nan,nan
1,Mexico,0,0,0,nan,nan
1,Moldova,0,0,0,nan,nan
1,Monaco,0,0,0,nan,nan
1,Mongolia,0,0,0,nan,nan
1,Montenegro,0,0,0,nan,nan
1,Morocco,0,0,0,nan,nan
1,Mozambique,0,0,0,nan,nan
1,Namibia,0,0,0,nan,nan
1,Nepal,0,0,0,nan,nan
1,Netherlands,0,0,0,nan,nan
1,New Zealand,0,0,0,nan,nan
1,Nicaragua,0,0,0,nan,nan
1,Niger,0,0,0,nan,nan
1,Nigeria,0,0,0,nan,nan
1,North Macedonia,0,0,0,nan,nan
1,Norway,0,0,0,nan,nan
1,Oman,0,0,0,nan,nan
1,Pakistan,0,0,0,nan,nan
1,Panama,0,0,0,nan,nan
1,Papua New Guinea,0,0,0,nan,nan
1,Paraguay,0,0,0,nan,nan
1,Peru,0,0,0,nan,nan
1,Philippines,0,0,0,nan,nan
1,Poland,0,0,0,nan,nan
1,Portugal,0,0,0,nan,nan
1,Qatar,0,0,0,nan,nan
1,Romania,0,0,0,nan,nan
1,Russia,0,0,0,nan,nan
1,Rwanda,0,0,0,nan,nan
1,Saint Kitts and Nevis,0,0,0,nan,nan
1,Saint Lucia,0,0,0,nan,nan
1,Saint Vincent and the Grenadines,0,0,0,nan,nan
1,San Marino,0,0,0,nan,nan
1,Sao Tome and Principe,0,0,0,nan,nan
1,Saudi Arabia,0,0,0,nan,nan
1,Senegal,0,0,0,nan,nan
1,Serbia,0,0,0,nan,nan
1,Seychelles,0,0,0,nan,nan
1,Sierra Leone,0,0,0,nan,nan
1,Singapore,1,0,0,0.0,0.0
1,Slovakia,0,0,0,nan,nan
1,Slovenia,0,0,0,nan,nan
1,Somalia,0,0,0,nan,nan
1,South Africa,0,0,0,nan,nan
1,South Korea,1,0,0,0.0,0.0
1,South Sudan,0,0,0,nan,nan
1,Spain,0,0,0,nan,nan
1,Sri Lanka,0,0,0,nan,nan
1,Sudan,0,0,0,nan,nan
1,Suriname,0,0,0,nan,nan
1,Sweden,0,0,0,nan,nan
1,Switzerland,0,0,0,nan,nan
1,Syria,0,0,0,nan,nan
1,Taiwan*,1,0,0,0.0,0.0
1,Tanzania,0,0,0,nan,nan
1,Thailand,3,0,0,0.0,0.0
1,Timor-Leste,0,0,0,nan,nan
1,Togo,0,0,0,nan,nan
1,Trinidad and Tobago,0,0,0,nan,nan
1,Tunisia,0,0,0,nan,nan
1,Turkey,0,0,0,nan,nan
1,US,1,0,0,0.0,0.0
1,Uganda,0,0,0,nan,nan
1,Ukraine,0,0,0,nan,nan
1,United Arab Emirates,0,0,0,nan,nan
1,United Kingdom,0,0,0,nan,nan
1,Uruguay,0,0,0,nan,nan
1,Uzbekistan,0,0,0,nan,nan
1,Venezuela,0,0,0,nan,nan
1,Vietnam,2,0,0,0.0,0.0
1,West Bank and Gaza,0,0,0,nan,nan
1,Western Sahara,0,0,0,nan,nan
1,Yemen,0,0,0,nan,nan
1,Zambia,0,0,0,nan,nan
1,Zimbabwe,0,0,0,nan,nan
2,Afghanistan,0,0,0,nan,nan
2,Albania,0,0,0,nan,nan
2,Algeria,0,0,0,nan,nan
2,Andorra,0,0,0,nan,nan
2,Angola,0,0,0,nan,nan
2,Antigua and Barbuda,0,0,0,nan,nan
2,Argentina,0,0,0,nan,nan
2,Armenia,0,0,0,nan,nan
2,Australia,0,0,0,nan,nan
2,Austria,0,0,0,nan,nan
2,Azerbaijan,0,0,0,nan,nan
2,Bahamas,0,0,0,nan,nan
2,Bahrain,0,0,0,nan,nan
2,Bangladesh,0,0,0,nan,nan
2,Barbados,0,0,0,nan,nan
2,Belarus,0,0,0,nan,nan
2,Belgium,0,0,0,nan,nan
2,Belize,0,0,0,nan,nan
2,Benin,0,0,0,nan,nan
2,Bhutan,0,0,0,nan,nan
2,Bolivia,0,0,0,nan,nan
2,Bosnia and Herzegovina,0,0,0,nan,nan
2,Botswana,0,0,0,nan,nan
2,Brazil,0,0,0,nan,nan
2,Brunei,0,0,0,nan,nan
2,Bulgaria,0,0,0,nan,nan
2,Burkina Faso,0,0,0,nan,nan
2,Burma,0,0,0,nan,nan
2,Burundi,0,0,0,nan,nan
2,Cabo Verde,0,0,0,nan,nan
2,Cambodia,0,0,0,nan,nan
2,Cameroon,0,0,0,nan,nan
2,Canada,0,0,0,nan,nan
2,Central African Republic,0,0,0,nan,nan
2,Chad,0,0,0,nan,nan
2,Chile,0,0,0,nan,nan
2,China,920,26,36,0.02826086956521739,0.0391304347826087
2,Colombia,0,0,0,nan,nan
2,Congo (Brazzaville),0,0,0,nan,nan
2,Congo (Kinshasa),0,0,0,nan,nan
2,Costa Rica,0,0,0,nan,nan
2,Cote d'Ivoire,0,0,0,nan,nan
2,Croatia,0,0,0,nan,nan
2,Cuba,0,0,0,nan,nan
2,Cyprus,0,0,0,nan,nan
2,Czechia,0,0,0,nan,nan
2,Denmark,0,0,0,nan,nan
2,Diamond Princess,0,0,0,nan,nan
2,Djibouti,0,0,0,nan,nan
2,Dominica,0,0,0,nan,nan
2,Dominican Republic,0,0,0,nan,nan
2,Ecuador,0,0,0,nan,nan
2,Egypt,0,0,0,nan,nan
2,El Salvador,0,0,0,nan,nan
2,Equatorial Guinea,0,0,0,nan,nan
2,Eritrea,0,0,0,nan,nan
2,Estonia,0,0,0,nan,nan
2,Eswatini,0,0,0,nan,nan
2,Ethiopia,0,0,0,nan,nan
2,Fiji,0,0,0,nan,nan
2,Finland,0,0,0,nan,nan
2,France,2,0,0,0.0,0.0
2,Gabon,0,0,0,nan,nan
2,Gambia,0,0,0,nan,nan
2,Georgia,0,0,0,nan,nan
2,Germany,0,0,0,nan,nan
2,Ghana,0,0,0,nan,nan
2,Greece,0,0,0,nan,nan
2,Grenada,0,0,0,nan,nan
2,Guatemala,0,0,0,nan,nan
2,Guinea,0,0,0,nan,nan
2,Guinea-Bissau,0,0,0,nan,nan
2,Guyana,0,0,0,nan,nan
2,Haiti,0,0,0,nan,nan
2,Holy See,0,0,0,nan,nan
2,Honduras,0,0,0,nan,nan
2,Hungary,0,0,0,nan,nan
2,Iceland,0,0,0,nan,nan
2,India,0,0,0,nan,nan
2,Indonesia,0,0,0,nan,nan
2,Iran,0,0,0,nan,nan
2,Iraq,0,0,0,nan,nan
2,Ireland,0,0,0,nan,nan
2,Israel,0,0,0,nan,nan
2,Italy,0,0,0,nan,nan
2,Jamaica,0,0,0,nan,nan
2,Japan,2,0,0,0.0,0.0
2,Jordan,0,0,0,nan,nan
2,Kazakhstan,0,0,0,nan,nan
2,Kenya,0,0,0,nan,nan
2,Kosovo,0,0,0,nan,nan
2,Kuwait,0,0,0,nan,nan
2,Kyrgyzstan,0,0,0,nan,nan
2,Laos,0,0,0,nan,nan
2,Latvia,0,0,0,nan,nan
2,Lebanon,0,0,0,nan,nan
2,Liberia,0,0,0,nan,nan
2,Libya,0,0,0,nan,nan
2,Liechtenstein,0,0,0,nan,nan
2,Lithuania,0,0,0,nan,nan
2,Luxembourg,0,0,0,nan,nan
2,MS Zaandam,0,0,0,nan,nan
2,Madagascar,0,0,0,nan,nan
2,Malawi,0,0,0,nan,nan
2,Malaysia,0,0,0,nan,nan
2,Maldives,0,0,0,nan,nan
2,Mali,0,0,0,nan,nan
2,Malta,0,0,0,nan,nan
2,Mauritania,0,0,0,nan,nan
2,Mauritius,0,0,0,nan,nan
2,Mexico,0,0,0,nan,nan
2,Moldova,0,0,0,nan,nan
2,Monaco,0,0,0,nan,nan
2,Mongolia,0,0,0,nan,nan
2,Montenegro,0,0,0,nan,nan
2,Morocco,0,0,0,nan,nan
2,Mozambique,0,0,0,nan,nan
2,Namibia,0,0,0,nan,nan
2,Nepal,0,0,0,nan,nan
2,Netherlands,0,0,0,nan,nan
2,New Zealand,0,0,0,nan,nan
2,Nicaragua,0,0,0,nan,nan
2,Niger,0,0,0,nan,nan
2,Nigeria,0,0,0,nan,nan
2,North Macedonia,0,0,0,nan,nan
2,Norway,0,0,0,nan,nan
2,Oman,0,0,0,nan,nan
2,Pakistan,0,0,0,nan,nan
2,Panama,0,0,0,nan,nan
2,Papua New Guinea,0,0,0,nan,nan
2,Paraguay,0,0,0,nan,nan
2,Peru,0,0,0,nan,nan
2,Philippines,0,0,0,nan,nan
2,Poland,0,0,0,nan,nan
2,Portugal,0,0,0,nan,nan
2,Qatar,0,0,0,nan,nan
2,Romania,0,0,0,nan,nan
2,Russia,0,0,0,nan,nan
2,Rwanda,0,0,0,nan,nan
2,Saint Kitts and Nevis,0,0,0,nan,nan
2,Saint Lucia,0,0,0,nan,nan
2,Saint Vincent and the Grenadines,0,0,0,nan,nan
2,San Marino,0,0,0,nan,nan
2,Sao Tome and Principe,0,0,0,nan,nan
2,Saudi Arabia,0,0,0,nan,nan
2,Senegal,0,0,0,nan,nan
2,Serbia,0,0,0,nan,nan
2,Seychelles,0,0,0,nan,nan
2,Sierra Leone,0,0,0,nan,nan
2,Singapore,3,0,0,0.0,0.0
2,Slovakia,0,0,0,nan,nan
2,Slovenia,0,0,0,nan,nan
2,Somalia,0,0,0,nan,nan
2,South Africa,0,0,0,nan,nan
2,South Korea,2,0,0,0.0,0.0
2,South Sudan,0,0,0,nan,nan
2,Spain,0,0,0,nan,nan
2,Sri Lanka,0,0,0,nan,nan
2,Sudan,0,0,0,nan,nan
2,Suriname,0,0,0,nan,nan
2,Sweden,0,0,0,nan,nan
2,Switzerland,0,0,0,nan,nan
2,Syria,0,0,0,nan,nan
2,Taiwan*,3,0,0,0.0,0.0
2,Tanzania,0,0,0,nan,nan
2,Thailand,5,0,0,0.0,0.0
2,Timor-Leste,0,0,0,nan,nan
2,Togo,0,0,0,nan,nan
2,Trinidad and Tobago,0,0,0,nan,nan
2,Tunisia,0,0,0,nan,nan
2,Turkey,0,0,0,nan,nan
2,US,2,0,0,0.0,0.0
2,Uganda,0,0,0,nan,nan
2,Ukraine,0,0,0,nan,nan
2,United Arab Emirates,0,0,0,nan,nan
2,United Kingdom,0,0,0,nan,nan
2,Uruguay,0,0,0,nan,nan
2,Uzbekistan,0,0,0,nan,nan
2,Venezuela,0,0,0,nan,nan
2,Vietnam,2,0,0,0.0,0.0
2,West Bank and Gaza,0,0,0,nan,nan
2,Western Sahara,0,0,0,nan,nan
2,Yemen,0,0,0,nan,nan
2,Zambia,0,0,0,nan,nan
2,Zimbabwe,0,0,0,nan,nan
3,Afghanistan,0,0,0,nan,nan
3,Albania,0,0,0,nan,nan
3,Algeria,0,0,0,nan,nan
3,Andorra,0,0,0,nan,nan
3,Angola,0,0,0,nan,nan
3,Antigua and Barbuda,0,0,0,nan,nan
3,Argentina,0,0,0,nan,nan
3,Armenia,0,0,0,nan,nan
3,Australia,0,0,0,nan,nan
3,Austria,0,0,0,nan,nan
3,Azerbaijan,0,0,0,nan,nan
3,Bahamas,0,0,0,nan,nan
3,Bahrain,0,0,0,nan,nan
3,Bangladesh,0,0,0,nan,nan
3,Barbados,0,0,0,nan,nan
3,Belarus,0,0,0,nan,nan
3,Belgium,0,0,0,nan,nan
3,Belize,0,0,0,nan,nan
3,Benin,0,0,0,nan,nan
3,Bhutan,0,0,0,nan,nan
3,Bolivia,0,0,0,nan,nan
3,Bosnia and Herzegovina,0,0,0,nan,nan
3,Botswana,0,0,0,nan,nan
3,Brazil,0,0,0,nan,nan
3,Brunei,0,0,0,nan,nan
3,Bulgaria,0,0,0,nan,nan
3,Burkina Faso,0,0,0,nan,nan
3,Burma,0,0,0,nan,nan
3,Burundi,0,0,0,nan,nan
3,Cabo Verde,0,0,0,nan,nan
3,Cambodia,0,0,0,nan,nan
3,Cameroon,0,0,0,nan,nan
3,Canada,0,0,0,nan,nan
3,Central African Republic,0,0,0,nan,nan
3,Chad,0,0,0,nan,nan
3,Chile,0,0,0,nan,nan
3,China,1406,42,39,0.029871977240398292,0.027738264580369845
3,Colombia,0,0,0,nan,nan
3,Congo (Brazzaville),0,0,0,nan,nan
3,Congo (Kinshasa),0,0,0,nan,nan
3,Costa Rica,0,0,0,nan,nan
3,Cote d'Ivoire,0,0,0,nan,nan
3,Croatia,0,0,0,nan,nan
3,Cuba,0,0,0,nan,nan
3,Cyprus,0,0,0,nan,nan
3,Czechia,0,0,0,nan,nan
3,Denmark,0,0,0,nan,nan
3,Diamond Princess,0,0,0,nan,nan
3,Djibouti,0,0,0,nan,nan
3,Dominica,0,0,0,nan,nan
3,Dominican Republic,0,0,0,nan,nan
3,Ecuador,0,0,0,nan,nan
3,Egypt,0,0,0,nan,nan
3,El Salvador,0,0,0,nan,nan
3,Equatorial Guinea,0,0,0,nan,nan
3,Eritrea,0,0,0,nan,nan
3,Estonia,0,0,0,nan,nan
3,Eswatini,0,0,0,nan,nan
3,Ethiopia,0,0,0,nan,nan
3,Fiji,0,0,0,nan,nan
3,Finland,0,0,0,nan,nan
3,France,3,0,0,0.0,0.0
3,Gabon,0,0,0,nan,nan
3,Gambia,0,0,0,nan,nan
3,Georgia,0,0,0,nan,nan
3,Germany,0,0,0,nan,nan
3,Ghana,0,0,0,nan,nan
3,Greece,0,0,0,nan,nan
3,Grenada,0,0,0,nan,nan
3,Guatemala,0,0,0,nan,nan
3,Guinea,0,0,0,nan,nan
3,Guinea-Bissau,0,0,0,nan,nan
3,Guyana,0,0,0,nan,nan
3,Haiti,0,0,0,nan,nan
3,Holy See,0,0,0,nan,nan
3,Honduras,0,0,0,nan,nan
3,Hungary,0,0,0,nan,nan
3,Iceland,0,0,0,nan,nan
3,India,0,0,0,nan,nan
3,Indonesia,0,0,0,nan,nan
3,Iran,0,0,0,nan,nan
3,Iraq,0,0,0,nan,nan
3,Ireland,0,0,0,nan,nan
3,Israel,0,0,0,nan,nan
3,Italy,0,0,0,nan,nan
3,Jamaica,0,0,0,nan,nan
3,Japan,2,0,0,0.0,0.0
3,Jordan,0,0,0,nan,nan
3,Kazakhstan,0,0,0,nan,nan
3,Kenya,0,0,0,nan,nan
3,Kosovo,0,0,0,nan,nan
3,Kuwait,0,0,0,nan,nan
3,Kyrgyzstan,0,0,0,nan,nan
3,Laos,0,0,0,nan,nan
3,Latvia,0,0,0,nan,nan
3,Lebanon,0,0,0,nan,nan
3,Liberia,0,0,0,nan,nan
3,Libya,0,0,0,nan,nan
3,Liechtenstein,0,0,0,nan,nan
3,Lithuania,0,0,0,nan,nan
3,Luxembourg,0,0,0,nan,nan
3,MS Zaandam,0,0,0,nan,nan
3,Madagascar,0,0,0,nan,nan
3,Malawi,0,0,0,nan,nan
3,Malaysia,3,0,0,0.0,0.0
3,Maldives,0,0,0,nan,nan
3,Mali,0,0,0,nan,nan
3,Malta,0,0,0,nan,nan
3,Mauritania,0,0,0,nan,nan
3,Mauritius,0,0,0,nan,nan
3,Mexico,0,0,0,nan,nan
3,Moldova,0,0,0,nan,nan
3,Monaco,0,0,0,nan,nan
3,Mongolia,0,0,0,nan,nan
3,Montenegro,0,0,0,nan,nan
3,Morocco,0,0,0,nan,nan
3,Mozambique,0,0,0,nan,nan
3,Namibia,0,0,0,nan,nan
3,Nepal,1,0,0,0.0,0.0
3,Netherlands,0,0,0,nan,nan
3,New Zealand,0,0,0,nan,nan
3,Nicaragua,0,0,0,nan,nan
3,Niger,0,0,0,nan,nan
3,Nigeria,0,0,0,nan,nan
3,North Macedonia,0,0,0,nan,nan
3,Norway,0,0,0,nan,nan
3,Oman,0,0,0,nan,nan
3,Pakistan,0,0,0,nan,nan
3,Panama,0,0,0,nan,nan
3,Papua New Guinea,0,0,0,nan,nan
3,Paraguay,0,0,0,nan,nan
3,Peru,0,0,0,nan,nan
3,Philippines,0,0,0,nan,nan
3,Poland,0,0,0,nan,nan
3,Portugal,0,0,0,nan,nan
3,Qatar,0,0,0,nan,nan
3,Romania,0,0,0,nan,nan
3,Russia,0,0,0,nan,nan
3,Rwanda,0,0,0,nan,nan
3,Saint Kitts and Nevis,0,0,0,nan,nan
3,Saint Lucia,0,0,0,nan,nan
